uid,number
VHC6Xw6KuFTZRxKCf8AJCNeTUxj2,2
zrbRZyIl10YjzsM9YrrEpR6AJAf1,2
hpMjQbT0JqYW5iO4RT5JAipW8rp1,2
dJrbsKTXiYdjRWNu3XKkHcq2qBY2,2
9mlNl4D1boZZcP2z1uZFKKsB0Ma2,3
JTK3t47hRtYKAYus5fnnVuZrUb32,3
9ksw3g6lmkN3v8QdPQRNAnkCxBz2,10
zaGZNzhhe1TrDmuRJmBR8zTiqmU2,3
CjUlJr7gixNwgTLsimir8JXmhdt2,1
WTpUpTGyXmaOirQkg7azKeewT2e2,2
CdAlYdxCIFSFdZtSuhthRF62rNc2,2
2O6oVCzbBdVc3SVUN7csMA7s0DG3,3
XYZmy9U44jb56oX4uDv2ejwhJoG3,1
LsX2Y7Ioy4Tehb86hPf484rfwtP2,2
bOJDz7HNZfc4fQAAMI6cDm7QQLy2,4
W0LnRR8EfGRptKlGkwtTwKCYqDI3,6
2rn9aYHk83VnG0alnpHIJwpLimj1,3
ISqJZi32lOhux3fVTQlUl0TB2pE2,3
jbAUXMu5ozMHU9absTu2LNevI0i1,1
F3nkRhUv0NY3ktdMwsLMpBKPYoo2,3
K4dBr5ApwrOB1YLowjhuCdbjiX23,3
030TpsiDKxaYHHCqfcZVgT46xSS2,2
sUcpulL3B0hzCq3ClBBkqAWqwlv1,7
V9Fvg9GTdiXJQuZHvJTJHdJs0AX2,5
kNJtIXxBTLOyWJxknOVWCmaNErG2,2
3L0wIASj4tSXNO25NqtvF6vqyWy1,2
ehDAoIdP5iVBJ1R7Mrwj9EHH6Yh2,4
UinL5kMrMAYIezZsmhYxE1FxNdW2,34
Y0AdFaKgEbQIJQTotyijLV1GU8G3,2
2meEBUCuZoetgIWLitEuX0RpDo73,2
RlN7HC6hokU6j7cbosXvgX6NjuI2,2
8SQd6LJw8oYNv0QAD7rBJZKLQ8P2,2
5JgAJIeW3maieVesRvUlED0yCm43,4
GjymHmPcBeRBlJ3dJ7mI5Gp7AJe2,2
HVFsZ1wvyBcZ7yRu6DCmXaRy8RB2,3
8yUjg0NEeRYL4iGoWC8gkXYl9Tr2,4
0XqcAh163kM0SVVnusBjRpT65wu2,2
AsL1dVrArLeHy9pu0QhvVe6NJVj2,2
QvQYBqIlnZVbbZdjtGYERDN8jZI2,2
UP1LuB9j8GgSzoKtCD8Igohqqxa2,3
6Z6eTn71oxOdSZffOuNvoT40yeu2,3
Un75YDEocVUHCR7IZleNKzeqVvn2,1
DGLf6w7D08ZCx6UsqEvwdiwCNdA3,2
PsRJzcrzdaQac73OPBHbvEF41En1,2
RSd9jSxbJ7cS99zLR5ifgArHQLs1,2
GzzoTYYw1jWaDnW7y8X63D16mTf2,2
mJjpCTeRcmPiPli20kAr2NRzyTk1,2
SZTsVpTtEPheZvRLzMiDH7G2SbH2,2
5j2sCwQVT9X3YVvYYOTaAwFAzIi1,2
JlT0eWg1QSRspcTMeAwOXuavtQ32,2
OWFbcj6bTQatMVyXADzpviKw3d32,2
4XCATBvP2PQuGxZ8bI9xQodRjgE3,2
PCGedrUpRgeKU2ltVtz36uB5m9a2,8
1snnz3QoumVeIbclkz6fpNv3UqF3,1
ZmpvVGTRo3SC3KULAF1yqbywS3B3,2
cbX7WDfQZeg5YkXXA8aIJRpSBAx2,1
KZDmqvWk0TRRSNGRgSP25n0blEj2,2
CnrnxuIh4EMS9n2EzhJthtkuAqz2,2
a3HvFfYJjFb75XdHx2KSpUv0T4C2,2
uLJpOLMDQkaiHuovnjCpMVj0uKm2,1
tFuWZOvyrGO8qAR8j7bEeFS9i2G3,1
vvPY4sbD7NTnQbBLwAlJFbfEhR62,8
5wLKyXw0DtcelM5Pu5FnyStpP1P2,2
TvcaKlC3syW0MiTJOpcKbFwAjnJ2,3
KbwVMb66axMW24yBUNGbIEOkb9o1,2
tqbYr4hWRha5tjqLdgGHg2oZ39O2,4
IlMdK9Cw1iTAWY9j1bWhWl7DB8y1,3
GhlrUATnTEgA2N7F34ez1Fv5aMj2,2
YFOh3u9AJ5SS7Ue1ajIeAbtBTxB3,2
yYD4PNwrtZQYNKvOtCNsCpy0IQ32,12
dm6mWCVYozcEICSTp0hb3q3dIhP2,3
Ef6AnNL22ih1Qrq4kAWslOOy5aq1,3
vw6oAWQMMdV4QkVD41Olo4BapqO2,9
SGxSNJfQ1lMvrJmcSO9xW2swumk1,2
uRq8jbKQQsgqEIXsER7ndwFD8qr2,1
o3lgKUtMHaStW7Iva8HP4v2XfIo2,3
bKckTBSN4NW1jgpXWudCy5pvWZ42,3
baEFjcagr2TUbpP4mlpCpuCOP5h1,2
BN4xuKgmqMVgOJ2ud9V4bjHQ2Hi1,2
3lrUDkDLnJNlgibTYZ8F77odo3I3,2
ikece16JOoTG0WKKnF63g4Eo4ch1,5
aZTcpxKGlEeoXjgyL8KMULYybE52,3
FZ4V78lnfgdJH1My86QldEH5KMR2,4
nLR08SqHo0cDxqXpzy3KNTUH6zb2,3
WRfjMuSqEcfEVWebGUiUFKP00eo2,2
9Zx8WnYDXkTPjIeXZtadMsMzr893,2
H2OwkEDcHsPcsWjERTvMHtsdxsJ2,3
jKXR5cbZeabWwZUMFRNwMC3pkIO2,1
q7OfWiDZzERbZun11lpKN1wpLxo2,2
YWOvYoHBTnVF0hRhvR3c1A15jN53,2
Ns8R33rFngUYDBGP9BjMxmRMswx2,4
3t90O6sa9WPjL7mMFqT7PbXQkdi1,3
FaBnGB9vRLMlFHtjdZz90FoweBk2,3
IHk8P1rhvBVTpeMMXQjoaR5xC5G2,4
mW1x5t5liWV57VyU4IoyNB7MbfV2,2
J7n6lGnJyRRHYXQCN9mFWdoynvd2,2
MbZi5phD5SaQEvCU8q7aa3PWR683,4
bAgMdD0MXpX7lqyssAv6esQPOZg1,2
1fveZYEAxaP5mOZggvkBOTkueL63,2
ec0PjiriUpWZVXelCpzuhgWdCcX2,3
Xb6TrlLHelcaiX7rZGN2hl7Lq932,3
PYlGN7dF5iPFzaLv1rDTuGl9Dur2,2
57JF1YnS73gVOLhmiC0mApV0d5q2,2
EqmxTexX0qY4ldTcN2rbxsU5s932,2
yUP1GAfao8WN4SV2BtK6nOYEApp2,2
1E0ugu1azHXxh24LaiNp3P6DRxB3,4
Fi7yaOMNHkU41Zcmn5q3ewW69fU2,2
rHVpeaaX7iPeYrx2uJcKuqvvmJr2,2
4QTa3raHG1YY8xRC4RXq1thO0242,4
TwzUTxiNBTYVjWem3ANBc9UuIBw2,2
rPVppoYDRRPHyyqKxrGRWH54za42,3
kaNwDr3xd3fQkkozA1DUpSFyU792,3
G3HwzWV1hPaejgwcE6oWtiLMJ2k1,1
PqL3cbt1nPbNqN75zfG3aYVI1mx2,5
eaIX9oo1rVeHa27tDNIVKKTXDIG3,3
9LXSTauWEMhBMsHsvP1Pxy7830n2,1
rluOx5JKC5gK1oN3rwz76sX4QpB3,2
loHbcVgPXfShqzHFbkIDT7CaAOl1,3
vmIYLEHGlIMei8DZOFwdy54uf3A2,1
PeQsqpRnDXfzHotjpYlsEY28vnj2,2
Zr0lLKzHRrdIMwwfbT2GhYiUGBV2,4
ophw1boT8YMim6diOjyvOMAj6GY2,23
nZ19IXf47iTiGczif41wM7jPv9J3,3
3w4WBkKuWhUWLDHS0iVJtA6UTFO2,42
qIZywirfVbMXtiSQ1cAsUcAPvKm2,2
Ai3wwDWgadabRNklW1jvqeDilFJ3,2
ruowdlvHhrZF7MDpNzQPfdFkHrC2,4
4VIxnOU8PjdnU8Cwu6peyYc2tCk1,2
N8ySPHZ8UCSXT2ckipYwuqn89oH3,1
AYhhuU68tjec2kYxZ1VjJIDGZ1i2,2
JAEQTbMYjiPUeSkTDr5FormhgMo1,2
rKSo1v8YWFb2GUMZdQtaxjvJAHB2,2
kW4HUDX2R7fupWoT6vXaxqOwcqv2,2
gN3VY2niNWV02WN4YbMCWXS6RWG3,1
m5l6ax0KrPWKKsuj4zUKjYrbuYh2,3
eIvacESiI9f0D7urD7WeCFx4iqq1,2
H041RWLs6Vc21bAxf1hOPB8nADN2,3
q4aSK7GkDNbFn7waS5TugJRkdkh2,2
zTut3tFMecdzyGmCDe1LpKLGhM83,2
dhA0p8LlYgcANi5hQusBSHEee7d2,5
OiPYOwCkQ7fYj045nxYB4q2l3H53,2
Ss6dIeEsQjhvvQ6Hksg1GarEWjo2,2
qKLXV9YrlcXaS0qNFKlj1zDru5o1,3
Q5rn8S0ShcYza3WAZivge0Ku35m1,4
P9rWqfMt7RSTIqalhNk5ZxW7O0P2,3
S2VIIRJz93W4io3c12JBofi45M73,1
D01ReBL6kBZ49dNkeo0tNDzEUZe2,1
87PB3VRmX0RPWDrhT1P1nFpK7l43,2
CJNBT0Eta6ZG8T4Mvxfh04jwg6r1,2
PWywkPcCDscL2Nq0BUgamqLanuP2,2
1646lwVidwda9iGowSv4jRyJVR33,3
fwKD0RkMK4a33VnLmgKqXjeZlEk2,2
s6og3MDWEgXKoAfPraXcqmtX8eB2,4
cyTmWtcZEPgdgHRV7w2Gdxf8fvZ2,1
V4kfbFyEUgYkButobDXZOaCy0VJ3,5
xup7SFIJxcXR92pA3daVjrGOfgp2,2
EqZ78KTDSYQqBPOwMElWSIJvjj63,3
PXglL4LjkUbUlWa3aLo2YJPUqb92,1
LEOkNtDZPbR6VvKWwwhN0wlS5P93,1
mc0hk3mWAHYLPKYqJlNVOdyUHSO2,3
OTTWEDaq9zRTC4AXPiJvQUKPJvG2,2
gotv4nzjCsTVbxcJ3s3bLHHZuKi2,2
VIIOU3Y5rmdr7nQ0waUOIRTHPQ62,2
OjK5vzaCduamtStep3tyH8Zgrkp2,1
JnDBd41ttiYputC0xbj0SrXayYb2,2
WItxnhdA9oeyXGFZUFjumJ2ntc63,3
K00QdVEbPxVwSSyPZ7NQ7oSej0M2,2
pTO0iidmwsdROv25Wrc0jUsXQ3C3,9
OgY5e9v5QXMFvCEx9mbOOThrkTJ3,1
D2RhYWgSGvYn0p13BaBzlgjX6By2,2
s2Y0DcGDLeNCoPiI5gz8IidlFzH2,2
MthptzXkXCPJuyJV30lvgxiHS683,2
dvMupXl0kGgRaozDxtl35lfPmjl2,1
NX6sJ1lj8tYb2wECyzGqUcLDfTa2,1
kcFlCSFGhpY1ipA0flMwWLbDd9B2,2
FckjkhRGFwUkv1TfhK5MuaOyKZD3,2
OYYGe4hbayM8BgUx6C1z1ZJvsPi1,2
uwRbPsdtkQM7QOfJ4kzyPb5HnDN2,2
uQRknApthLYOXkaFE4Jlq0AZjMU2,3
piqZ1yMhoaQUg87JLx6ORG30Nfd2,7
ANmUe3GLyuPU1u32JrCNnydxwoy2,2
LyO2I0qNhrYLx7hp94FkmktyY9h2,3
so0J3I7jwSPDi1dSL6XqPotj6LG3,3
NGasJoPjI7ZlvKqItTlBftOhndB2,2
rWOvIZZn6PZvY7YNH9muIZ7Scr22,11
rDrExElOGBOn8Af9InMTTI5m1qn1,2
o9IkxBtk5OUGeAXYPbc73ON66V92,4
ks2TReHWNZSAPlladPP0A8xdzYk1,7
BdMIOht5QyOpkjM2zVAqYNDstsN2,2
WYnod8zJF4WCPfBrGooYEa7JOej1,3
SZvm8h3cHUPozAsHXThtMAfoQeC3,1
v9FOF6yTV5VcAjCUcYauf953WPt1,8
IMsTcN4QJ3c4SFT8bz8dFV7PQqr1,3
lLHJiPBKXoTyijVwzdZDOk35PSG2,3
7PTZPFnpnYXfyk8bSmfYGn2z5P12,2
RuwQV6ko0IQmy7kN3mERPEkxTdP2,2
vZ0ye3ADYEZLWbL93cqz4vxXJRy1,1
uyCqzZ0b6oMo8VrGpuJJyZOzslL2,7
TayN5RuoJVPL16Zn6399exasSGn1,3
rAsw1sgVZkdON0BouZSMDc0Ym5r2,5
ABM2bdvPYcOsvTY5RFSBaGBF0oe2,2
GMWEzLwWswW2CG6Bnljl5e0M9Pd2,5
zJwFCGmUVqc1DT1x5lCT3R4odTB3,3
hNRlUKp0nHNsHE3ePJDvWBzzfDm1,3
Rw6dGuq8aOfvF4EgoKSZKfrIMuz1,1
9Fv2tJ7LpZU3lE38m9s7vYlrVOI3,7
QPDAup6kguSaA5V14N7LqGtd5Kr1,2
DSsDdFKuvXRPC6ieNxXejCVvTT52,3
mSbuHZxCXNdHKNUhs3j9YI9lgF43,2
RrhCMta75vUJTFjNDIwFQLTvZlU2,1
r8ddBFj8Y5ZwXKwk2qqlay6u3S22,2
ewMfYghQS1Mt79c6dnWkPUOtrSF3,2
0JfQA6P4ANbItc7C39imJSbJcWc2,3
8O07IwBkN0PR6wLl2Vek8Mj7VvH2,8
gNLKf8batKQmGpURu7oUc6sFbhJ2,3
woXLexqoMwUqoEZL09OxiNcMQZD2,1
AdivXDOln6d3E10F5mBBmWIcN092,2
K5yndC30frehM6JXRC3kksrSOn63,2
lWSN1nPMVMPZsNxD1B3DJKrdU6o1,3
YObRSV6L30gB28GNYuT2YOVYcZJ3,1
KYg8EkYijvWeeiJDaTj5deUTxSJ3,1
hJMVlrUlfCgfu7mZtxceMnylUjH3,6
5G1u9TmHTdP6lj38l4sgwTLD2Vq1,1
kKirz093r8Px1Mix9NOV8rVmuhi2,1
5xOaa3OmdRPxEGOKGXW7Ku6prXK2,4
JR1qcHcBWdh8MHPCFEQinLHcrls2,6
QzqVA7SLaQTb8wEVwWl7X6RiIBT2,4
hOoojw1wbzXZFKsGASFebGwjBvD3,3
0tmCMQj5iRfgeCzqFYs7i1OuKI83,1
2fweC3q7CQhfkIXW5fAOsVOAIGT2,2
KwuO0xllkJaxvzwtzDDjcAwzYnk1,2
OwCbCO1Z5eOir9ewGx4bedXZ1y93,4
bpq283qtUvMCX1TvekVrqgg1IT32,3
Tcrj343O9zZVdlqoHUgAiU47cw23,2
4no8YHdXOdfdU6rkpieJ3vVRBSJ3,3
5rao3QCdxJgKTXhElUZ7TUrmHDm1,2
onPPsyXHtqMoDa64KXG9eMB4kev1,3
hZm0e4WydIeq7pyd6PJmqpikfVs1,2
LFPWuXVqmTcW1md8xwYRrS5x17C3,2
VJQ6BAo2lfRm6Du982tWHZxnYtp1,1
70tWkAJSppZR20rd9rWgpm9WtKH3,2
qDjJfNeCTcfTrDpOxYsZ7FU7X362,6
6fMdD6qYHPQimUHhY42Ex6IkA7F3,7
1ORqt0ErnEPaVMEJnPRbXUcJKwu2,3
IAzn7qNWyxNU6cuJhHOWIK0OOMG2,2
3jgUxhh5jPekt9GZDnr58WtohC93,2
HkxNiLu1K3UQwAXBrcp3OXxcWaj2,3
a22gdRhK5DXdU4sGsm7MLhYEEAz2,2
n3nRskgg8fRH5UnUcyVDycdSqPp2,1
D0pJQ51aSWO2edYzNi6BK7FE9lu1,3
jmypwVnYoBheKBKvZumngmUuJd82,3
fmnohGfIs4SkDSlRJbwNZiRnFiE3,2
Z2U9CSvepKN0kXeKoHxuwr312e72,4
hi2Wfuo9zidEBMCs58OxYErsvOm1,5
OtmZAldEUgZBLJHAXpLTxlecQpE2,3
h22OJEshRWPv3SKmJ8w2XskD6P63,2
dcuvf20KAiSD4ELawNGX8oCHDZd2,1
qW7CRumKvQOs5Xh5ufdCKwIhqNf2,4
yfoLPCCMGqdXijxUpbYTD8XuWXA2,2
9YCGDr9GcxP0VhXP23Jb2dw9ShA2,4
pY1UCoyJW4cVRfW9OXLfe1l7CRB2,2
I9vi31ngoEWV71Oqyea3KuA7juH2,2
huvi8R7H5jScwGlZ4K3LZJyJmNx2,2
uf9izF2QfCg17cWfAYB4lMsUGOR2,1
MNJ47HaU2PcrMZ6IhaZCtqO2Ujh1,2
xsfakdrRqmU9S7D6qj4pSSne8ub2,1
Fix0Pmr5XpUAUpXQSZAqJ4F0YUZ2,1
msQmDJsIJQYqzPU0oO5U6yGvR3E2,4
AGQ3thkJ6KZ4Wl4lDTGzOFQB6rq2,1
SOH3gSncKleg3JjyKgjTQnzfs4G3,4
FUU6c6GvyGVPUx4hXrAbHMydoJB2,5
DWUDjvQHDqUyCfolhaDRugxgyS02,7
rtCsulR50DgmrSHBS79tv4fAhk43,11
4XKHsTyeK8RRmcATpcOmdGSFyuT2,2
5qr0EDrZKGVTtMn6r9wVfZeep2g2,2
GAGoxTFPQbQ7JBeQV9M6PmyEtmB3,6
S2noe9UGQacYhr4sVHbqD4pLCZx1,5
RhRMl77FLwVqWPI5Tbkbu8RZ8E13,3
lKByVuOaPxdbBt2xfeK1F06yvQx1,2
wQIUw2ZAxDQD7AePKCquB4Og0Io1,2
s4D8dmdqDZdCHY8B60dapKe8ecA3,2
vjXhr3KHnmYzqQydiGeSoW5y8k22,3
tWwuNQhEnWSIJ8RULxmxePvpQQv1,3
9DL8qekmjYdG8d17ykzu8Xkb2sC3,2
gMM6l4CCKxRSEksfKBy6a9lPe083,2
59wx9zn9cVgSOtkCySdnkVuNieg2,3
9cy0JoU2GNSIc3eup5XfI0gixSk2,1
b7obuANyCuSUzfaJZoAo8Nq9oPu2,2
TuTFYW3QctM3GVO7po47TmIOSa42,5
sJUyVCg3m5d2Clu99tddIXH3NLq2,2
eiRIyF2Uu4QmpPpjQogHeyeEpd62,6
Ko52NhtlXTP0TY84igiqNlrFnQv1,3
n2bFJUJ6Xcalgati3YdxMI4VMFM2,2
rISJXOtMJnZOb9MZIzg1sSfARlx1,8
SuZtBZftbTgSh3Qus4T5wurDA5E3,2
iFypNMIuVEbg5raNtxwkoK1hg742,1
8IJh5a0ag7bfAmfO7UpezbldVFs2,1
OE7pshWv1Mc72InDaGPh4UlxTaP2,2
uwtAW83HCbYy7uDzPiR5fLqAZnm2,4
OwBYXBtHsHQYSebd5mEZagWZjIo1,13
tBloEjqhEhdWuTxfQ7tqCJmxzn83,2
ziq7FPOTFMXa5Uacn6AeVHHBeIj1,2
V0klsntazIfE3BTbhIIC2KMa1M82,3
8tnumxx916TQUAzUzhaIYZq696r1,2
Yj9T5BC21XVI7uA8Bi8HjHlGawU2,2
EjktYSzh1tfZ03alpqeYEmKcwAJ3,2
vUwwZNyxBsQfTu2AWxc9iwGUBfj2,5
WKpNFlRENzeWpqtImTTGcdhFdcY2,3
gcPmvXIS4dg0Wuul4AGYPylvprd2,3
98r9fUfaPucS5XdrRFhR4t7wAHo2,1
isZuxUV4qJawJMKhH68ORsNYQcj1,21
yLDbeuObwoTFr62v6lLzTPIQEMd2,2
WRgrJJ9cuxgQ38jIw2S5yL4eGv92,2
1zSVFh6BgzaYBbjLkZ4J49VBx6D3,2
VBvKqjQEYfZ3Q0crIKy3wvgyVkj1,3
9459vb43XHg6wLIIvrTsg1YzZCn2,4
lWx20vO4DaOIb0efbu8HxqXqcmR2,3
U78E0n3C6zYMRy6nfP3JVkioqlg2,2
nvUZlmJnsKWGBmhFMOYJsE6wkTh1,2
p6lHGhH1tgYGktBrO3EOwRQKOxA2,2
ip1zYPRVoiaSC9SahR32deXsfl03,2
DaNwWW7UNyaPwCbmdQbq7IYE3Vv2,1
sd2Yg5vCtFecfrhD4TnSRxzw3gA2,1
6feA9k7qnlPmUXeiaYUorzcb9xv2,1
hPCmiQoidgfK7UfC3dlFDRP3uvl1,4
vAzCPpc5PVgf2d7JPnUNa0qctLo1,1
5jo6fRnFmoTwainIRvPBmleY4GB2,2
1pEYiCZHrBWHcRTJ5rZJDbFXmig1,3
kHMsQLHtVWgsjcvpDmTJoCwEchD2,2
aB0G2GgrB9fsZ9Bz6Lw7xmN94tv2,2
Ronpy4cR23YoXljga2urL7VmCXM2,2
Y9lmgt4uD5Q8j3tlql7Yo1MiUYH2,3
kKXKt0WZlwWxuP5WVPAYTpNWQ7s1,2
oxvBc3gzGkdVNQMto6oh8nO3aPi1,2
PTwAkwvuYOefEXkgSgInHXE32FH2,1
ze5Qpn8AJJTUNPfNUuptLhT356a2,2
x89MkiNdLdak88nVmxLbSvvlwor1,2
28AUHLv01BUII1JmkUjseRTcDV23,2
6FjPDEsx1xXMSCCD2t7p3HvGKat2,2
t0CWRnfAvXTmAENlZCwzmm3BFwn1,1
FDiHZW4ziUXeMA2f96EsrAmd2sM2,3
T8cn5U9sTAhR5G8AMwnZE0ni66I3,3
gX2Fko4UQ4T40eY92L33RAYbjni2,3
smRdbSMjIgNiwcnzLwdyrFSSZKJ2,2
eSt9WaWzpph3CiXTD7AO5GQk19V2,8
pJUIttK55kOtC6PXVhthQ1ASI4i1,2
22bkR7jhbdbMLAOAxWxSECTxOUl2,5
TemXUD4T71UXt17QMLIsY6Gtra33,1
n4I74sYEjwPi3h6QDKdSAyIo39E3,3
vzVRUDMTQtc4fPIJqiOnEEMPwry1,2
EujA3o1dgPbuDi3Q47oKe02ZF4z1,2
tAd9DJqW0tUbKXMAUTqNA32UcGR2,3
huUwePMpfVdohpugHfa4qSP402O2,3
1EFDJzMfRWYkJ3nR6gGntOjc1UI2,2
KyxgbbmwCjZzZUnxDVfbGh7Ri3c2,1
S7aqJvFCkbPJK2yzjMkbLXmihTw1,4
oCOLIgxUXCSRDKcqpPNSGoZFfWG2,2
Us6ZpcDlNqWUd56DvXWZeI7YpJj2,20
rHghIuake5ev3yqYVPCXu3RBzTL2,2
tcvPEOwd69YDxkAkMMNJqPQxuXF2,3
ap3nQOV9mjWInB18C5A5aTMQzbj1,2
ffhU20hAPCWyHqHAh4ioVmlkjZO2,2
ICukkUWjZseFq9TJElUVptHl0ys1,3
X2a8tZu504UPVXqCGJ3XQJrlTZL2,3
bGPvvWdMKqhO43gXj91XzWT31nJ3,3
z7yHDABBoNOCZVUZ4iYTAdH70kn1,2
wBUzlBGzd3dkkpyBRWebnnpUjav1,2
s9QaWXQ9vcQFTyqrdpbOlhrN3Ao1,4
KWvO8HJWTqSa2rl05zLM8hnxpB62,3
9hlnUEtviCdWsWDq6xiv0DDlquo1,3
4jHKd5bbypTpgII5yFZPnPDkZrI2,2
NZMBxMcNpVOD8fxgjV2qrcp1Qx73,2
DSVSldfBPcZ8Nu0LV66APh2WxmE2,4
rGuehrMvjIb9xcSMnzdZhfW4sdE3,2
k9OSvXcJtqQXuBnfx1tIinhkQ3i2,2
cnDgqjIuc3SCmnv6gWJqjO0eGlm1,3
s8fw7DJ1doVRPKseCsWleW6YMXW2,2
M5LWNV63tFffcZ6f4qeB6cVKsz72,2
g2HBAMlAeWZ00YgwGtcXHAZ9UuB3,3
5Ar8mu1N38RTSPKCDHE2sqQthoF3,2
qC11ohG1jqcAPLUwrDGV8x9gi402,2
Si1DrS0sefOC7FbDNHZ000Dp6Y63,2
PxcXAt1uiKQW5mqy4kv5u6LKePu1,3
nMbOcUhbifeD2DUuxDjOnIUiW9C2,2
Pk74nEOZ2aRaa0rmu5IyHvNSoFg1,2
S3HPPX1zq9bpRdXNECCTeqQaRqc2,2
fbiR7ZbRBOYz7nZ8BTJgj0Ziurl2,5
Oz4SoIFnV6WOd5hwL0gyqpXSUHz1,3
zU0YhQuVJPWPP0q2uAwAINM0Gwq1,1
lxWslOqBHUYhodZfLLS1tE8olCr2,2
kHCSVKsQOHUJhlyZC6WqTiMuoJG2,6
vWMKp4h5LDRZwrBYElX2Qj0F52D3,1
yTcJOcCGvaZg0R0fMixSmVYUcjs2,5
MACibvsmQcNmwQYCQWhKETsUSqD3,1
9Mi4b4X57xQCgaqnj1QEv8WoNc32,2
qtduNeUOLFPXFZ8Q6zvICjUtCG23,2
akHSkoESacULRbJytBKGN0Q4Sco1,3
fiTWr96fPwhu5fQoWwn3xCuKNXA2,4
Mpij64thXaV2OPOdMHq5hXD4pTH2,2
n3JNkl638XebKhdigxS0NybF19d2,1
s1VBVTplTuMnT55ANFWfJLJtjxZ2,2
sOYmErKB2LXCVhtvQ0hSZDAy6p33,2
aAI7G6thhRcU9zARpvMiyBYpEW13,2
t9SAtDTeRGOPkHAoDVp7a5X8Xi02,2
CMssDZmH8COVC0EPOCaei0juUUs2,2
HAzoT9t0F5VGMnoiQSJW8aOoqf53,2
0ey6I66lxyLxCNqcsCergOSEBST2,4
0lGq9L5ehihonDfRJQPdNTlfcTi2,2
hPIgyj0G3rRfK3QHQgKiAfnyjMR2,5
2FoLjJWdSRNzyIIKBfP2PhwW0aD2,3
dkFfZfbE8vbkBvyXgIG4kjfo8um1,7
4rkSoefgVEgurxwteGMKJ5pgfqL2,2
0y92R6OfFbN8Uqzng3aFsUV1hAK2,2
hCO1oyVGSUaJtNKWu9rhnixR0et1,5
nUgrpRxbMreKJJAeXlpbFsAkE7G2,2
8wrPjPgQHQOw4mqzD5Xl06j9Zw82,3
t7B8LCmPApUfnAgab0uhp5P0B5J2,3
R9CxWVeeS9Picd2alhgmRpK7TH62,2
d7TlGHRWUaZdqj3yEwTOYMKJUiR2,2
CVoDOetY2rYBv6s1uA6jTAP0yrt1,2
st3iRnZeZGgZ6KhQj9T2EYPTBc83,3
NxXh81cKsYQ1gGOy4B4h2CxDBwe2,2
qPoWe81JMUXIJqc7DHz0hsCBAvy2,5
Gpb95HSFzngNo3KPs568bn2H7T82,4
b6zlSxYNRbPn4ZLIeQT6YRcngmD2,4
AvovWIW65CePyc9QsK784Mg12QV2,4
i93W12cJLZQ333SD7lOXaBNMlz53,3
niGl8w0bF6bOthA8pij46OXvy992,3
xWLV830gZdc5DNroqDpoBam6oif2,1
gjiPrlVXg7c17aV6vZLbwJVbOa23,86
0ezlENKru4ZWbFQyGJ58WVnYwXk1,3
i2JdtJzFUFYeeT9Ce82IrVVbwUa2,2
v2DEqXvwpPbFROa8GcprUKAtaDw1,2
EoZ6kjK3zFT8ZpIEtcYODrPZRoC3,2
639bMpe5N4XUGeshuK5GrLwchCo2,2
sbjnR5JAMcSDGQiIXkphmRHw3Tu1,4
g17jeLVBXWewRtWWq6a36Qid2Rf1,2
tCfM2Cz7lWStUPshNYe9EhJom6k2,2
JGp6c6h7crMuAyBwmjGfQAAyCo52,2
SrVDP8q6FZcEJ13HszHjg7pCeIF3,2
vInAO4EYs1RSkDWKSXwqYNhXw9C3,2
FdO5NOYsq7RJmExJTj3FlucXb8C2,3
pO4EBFzKN6a4piG61wZijsrEu922,2
mabQjlMMjvcrj0NHpTMNNzaO3O92,2
UXsaHt1MZGTe8swOvU22ty7bRBJ3,2
9ZF6MMIobCZkgshhqdTAkJKdEmp1,2
ozbpRyRlcYfNvuYNejWU5EFtV1t1,2
7FYLOC5aYWRONrGfKfHg6A2s1ND3,10
cU4722lcnPSwk2jtQ2nz16phqGA2,3
daICPaeJOcbGdXDGJiu1J9fsk7q1,6
ZhPljCzToVWFCg8lvrpPwYrrEdq2,2
A9crWGN2KvcntB7RZkpFKBzMkKB2,2
bO84LyozsxXJ4Yho55qilSTd2eC2,2
a3oQf9TZnkRi42uQX455k9sutls1,7
22r30g4LAzQd0TvHNBqPQWeFRSv2,3
cGM5MFFyXNgrhR3mlWSaeuTrzYz1,2
uQwDvWu1cpVhY1c4kMedGDD9U8y2,2
LctqjDmNuoRCuDCipsci7smxJJf1,3
MbpLztRQiaQKsWdgM3jQg1URXxE2,4
CCDO5NjNI2hhPQFZ9Yv4bCWw8Ik1,4
Sek5vwnA58OKTo6gEGLiP6BnIR93,1
kG3kSZGvJehbzypjdwB3DbS8Ens1,2
JrEWV9N3UfWIjRlpDhxN790m2ip2,2
yAC9w01eiIPbxLiZ4UBtvwilefR2,2
Xt4eoDLGylR853V4G9KaCKIjoow1,3
raFnbBHenDdjYuJpeNMjbTBKDdm1,2
mnbEfo4zxRMdBNnFuJVB9Hcqrdt2,2
TCU3y5M8IiVDWhUKLHDFuYtxwdi2,3
FJdIpua9gwPhli873KYpLyvKFhx1,2
bBDgItdgybUwWwLpE0bRWmCCAN73,2
uyJeRZYXwnZapEuXmRD90H7bHpn2,5
wMajC4eqhThpiDfejW0rWwJFCgk2,2
ILt5ajaezSZoYsSLIA0WNoSx2V42,2
RZXM7M1fwsY1MkMGsIZDlLyDynn2,1
